"gene"	"cellType.target"	"mean.target"	"cellType.2nd"	"mean.2nd"	"MeanRatio"	"MeanRatio.rank"	"MeanRatio.anno"	"Cell_type_resolution"
"mt-Co2"	"Astrocyte2"	4.10641270350208	"Neuron7"	4.75622499988391	0.863376460029185	97	"Astrocyte2/Neuron7: 0.863"	"All"
"Ntm"	"Astrocyte2"	1.64051080732692	"Astrocyte1"	1.90901924385066	0.859347443778443	98	"Astrocyte2/Astrocyte1: 0.859"	"All"
"Lrp1"	"Astrocyte2"	0.955227233207964	"OPC2"	1.1121169043837	0.858926997191291	99	"Astrocyte2/OPC2: 0.859"	"All"
"Sox2"	"Astrocyte2"	0.870497764078668	"OPC3"	1.01827076995986	0.854878476098242	100	"Astrocyte2/OPC3: 0.855"	"All"
"Mturn"	"Neuron8"	0.275521705777434	"Neuron2"	0.142000457844375	1.94028744667422	1	"Neuron8/Neuron2: 1.94"	"All"
"Nptxr"	"Neuron8"	1.04135464673537	"Neuron2"	0.554621459844225	1.87759530081627	2	"Neuron8/Neuron2: 1.878"	"All"
"Lrtm2"	"Neuron8"	0.320342173319671	"Astrocyte2"	0.180648944396391	1.77328560867069	3	"Neuron8/Astrocyte2: 1.773"	"All"
"Ccdc136"	"Neuron8"	0.511158492537309	"Neuron2"	0.289271298431417	1.76705568547271	4	"Neuron8/Neuron2: 1.767"	"All"
"Tuba4a"	"Neuron8"	0.714843090884691	"Neuron2"	0.417630346211675	1.71166462726914	5	"Neuron8/Neuron2: 1.712"	"All"
"Nell2"	"Neuron8"	0.373006734461422	"Neuron2"	0.218275854439104	1.70887767417026	6	"Neuron8/Neuron2: 1.709"	"All"
"Oxr1"	"Neuron8"	0.883019686054119	"Neuron2"	0.521967106141367	1.69171519749937	7	"Neuron8/Neuron2: 1.692"	"All"
"Diras1"	"Neuron8"	0.437718310874812	"Neuron2"	0.262905433028492	1.66492683636315	8	"Neuron8/Neuron2: 1.665"	"All"
"Kcnab2"	"Neuron8"	0.276833578249217	"Neuron2"	0.167147534840972	1.65622292014419	9	"Neuron8/Neuron2: 1.656"	"All"
"Nrip3"	"Neuron8"	0.766079930002307	"Neuron2"	0.467001526439841	1.64042275373803	10	"Neuron8/Neuron2: 1.64"	"All"
"Syn2"	"Neuron8"	1.15191733137254	"Neuron2"	0.703844245426024	1.63660829630753	11	"Neuron8/Neuron2: 1.637"	"All"
"Ttc7b"	"Neuron8"	0.30214320566168	"Neuron2"	0.185170500733228	1.63170269813642	12	"Neuron8/Neuron2: 1.632"	"All"
"Atpaf1"	"Neuron8"	0.267225552109386	"OPC3"	0.164303002655254	1.62641916331917	13	"Neuron8/OPC3: 1.626"	"All"
"Rusc1"	"Neuron8"	0.303187829908832	"Neuron2"	0.186928482139351	1.62194560421676	14	"Neuron8/Neuron2: 1.622"	"All"
"Ppm1a"	"Neuron8"	0.348385191455843	"Neuron2"	0.21599786064402	1.61291037983939	15	"Neuron8/Neuron2: 1.613"	"All"
"Plcb4"	"Neuron8"	0.529281178016785	"Neuron2"	0.329210910332186	1.60772672291669	16	"Neuron8/Neuron2: 1.608"	"All"
"Got1"	"Neuron8"	0.908369277908486	"Neuron2"	0.566611591169219	1.60316042252867	17	"Neuron8/Neuron2: 1.603"	"All"
"Vamp1"	"Neuron8"	0.415954173813712	"Neuron2"	0.259562294061237	1.60252156546119	18	"Neuron8/Neuron2: 1.603"	"All"
"Srxn1"	"Neuron8"	0.308421609567381	"Neuron2"	0.19270206648912	1.60051013041313	19	"Neuron8/Neuron2: 1.601"	"All"
"6430548M08Rik"	"Neuron8"	0.407894257686813	"Neuron2"	0.259458860357392	1.57209608153276	20	"Neuron8/Neuron2: 1.572"	"All"
"Tmem50b"	"Neuron8"	0.391525817315823	"Neuron2"	0.249747997536721	1.56768350968763	21	"Neuron8/Neuron2: 1.568"	"All"
"Fbxw7"	"Neuron8"	0.43214955129418	"Neuron2"	0.275671488908274	1.56762512150095	22	"Neuron8/Neuron2: 1.568"	"All"
"Zdhhc21"	"Neuron8"	0.384748864620029	"Neuron2"	0.246233596756301	1.56253602143828	23	"Neuron8/Neuron2: 1.563"	"All"
"Sult4a1"	"Neuron8"	0.893014019892221	"Neuron2"	0.573309630993173	1.55764698797264	24	"Neuron8/Neuron2: 1.558"	"All"
"Cry2"	"Neuron8"	0.306640388373081	"Neuron2"	0.197189352992975	1.55505550233234	25	"Neuron8/Neuron2: 1.555"	"All"
"Prkce"	"Neuron8"	0.751028664165364	"Neuron2"	0.485365491590858	1.5473466432559	26	"Neuron8/Neuron2: 1.547"	"All"
"Larp1"	"Neuron8"	0.428195453836225	"Neuron1"	0.276739422782503	1.54728751520435	27	"Neuron8/Neuron1: 1.547"	"All"
"5730455P16Rik"	"Neuron8"	0.461125513489958	"Neuron1"	0.298691013599263	1.54382118140529	28	"Neuron8/Neuron1: 1.544"	"All"
"Ctnna2"	"Neuron8"	0.30311009456497	"Neuron2"	0.196389415893357	1.54341359582008	29	"Neuron8/Neuron2: 1.543"	"All"
"Slc25a22"	"Neuron8"	0.42731033462127	"Neuron2"	0.277587063287677	1.53937409604146	30	"Neuron8/Neuron2: 1.539"	"All"
"Kif3c"	"Neuron8"	0.491966539667817	"Neuron2"	0.319905793601172	1.53784817126868	31	"Neuron8/Neuron2: 1.538"	"All"
"Vps41"	"Neuron8"	0.297141621656639	"Neuron2"	0.193633672902564	1.53455552023826	32	"Neuron8/Neuron2: 1.535"	"All"
"Sacs"	"Neuron8"	0.244159537028573	"Neuron2"	0.159130309563775	1.53433709579206	33	"Neuron8/Neuron2: 1.534"	"All"
"Iqsec1"	"Neuron8"	0.582613359872906	"Neuron2"	0.379773044263598	1.53410930205072	34	"Neuron8/Neuron2: 1.534"	"All"
"Atxn7l3"	"Neuron8"	0.372630163580568	"Neuron2"	0.243481806982306	1.53042302502563	35	"Neuron8/Neuron2: 1.53"	"All"
"Tubb3"	"Neuron8"	0.8257485178891	"Neuron2"	0.542395977606494	1.52240900003166	36	"Neuron8/Neuron2: 1.522"	"All"
"Kpnb1"	"Neuron8"	0.382828939121982	"Neuron1"	0.253047095876864	1.51287624066735	37	"Neuron8/Neuron1: 1.513"	"All"
"Lpin2"	"Neuron8"	0.269311109846533	"Neuron2"	0.178737338496679	1.50674230752035	38	"Neuron8/Neuron2: 1.507"	"All"
"Snap47"	"Neuron8"	0.786637368785477	"Neuron2"	0.524788236178041	1.49896151353248	39	"Neuron8/Neuron2: 1.499"	"All"
"Cacul1"	"Neuron8"	0.335111119207488	"Neuron5"	0.224899640312395	1.49004737731908	40	"Neuron8/Neuron5: 1.49"	"All"
"Dmxl2"	"Neuron8"	0.449171327076837	"Neuron2"	0.301845005677586	1.48808599986119	41	"Neuron8/Neuron2: 1.488"	"All"
"Rab5b"	"Neuron8"	0.406820727031034	"Neuron1"	0.274157734920979	1.48389293903487	42	"Neuron8/Neuron1: 1.484"	"All"
"Dlat"	"Neuron8"	0.3315330202261	"Neuron2"	0.223883229245588	1.48083007978425	43	"Neuron8/Neuron2: 1.481"	"All"
"Pi4k2a"	"Neuron8"	0.289473171325139	"Neuron1"	0.195499515726393	1.48068485105745	44	"Neuron8/Neuron1: 1.481"	"All"
"Lrp3"	"Neuron8"	0.234899225734082	"Neuron2"	0.1589576775432	1.47774696613974	45	"Neuron8/Neuron2: 1.478"	"All"
"Osbpl8"	"Neuron8"	0.266678602497028	"Neuron2"	0.180875955825082	1.47437287217391	46	"Neuron8/Neuron2: 1.474"	"All"
"Herc3"	"Neuron8"	0.279184735035434	"Neuron2"	0.189922145748333	1.46999568657666	47	"Neuron8/Neuron2: 1.47"	"All"
"Syn1"	"Neuron8"	0.889380498039798	"Neuron2"	0.607251019403778	1.464601078666	48	"Neuron8/Neuron2: 1.465"	"All"
"Dctn2"	"Neuron8"	0.309839517614782	"Neuron1"	0.211565520337637	1.46450856982891	49	"Neuron8/Neuron1: 1.465"	"All"
"Armcx2"	"Neuron8"	0.252299488752383	"Neuron2"	0.172790254283191	1.46014883651297	50	"Neuron8/Neuron2: 1.46"	"All"
"Gm42418"	"Neuron8"	0.669178568932185	"Neuron2"	0.461004375261547	1.45156663329395	51	"Neuron8/Neuron2: 1.452"	"All"
"Acot7"	"Neuron8"	0.646188115554546	"Neuron1"	0.445961035504828	1.44897886610892	52	"Neuron8/Neuron1: 1.449"	"All"
"Ube2ql1"	"Neuron8"	0.418409082044695	"Neuron2"	0.289313399902705	1.44621397482939	53	"Neuron8/Neuron2: 1.446"	"All"
"Bnip3"	"Neuron8"	0.334385039628834	"Neuron1"	0.231460794527679	1.44467247816713	54	"Neuron8/Neuron1: 1.445"	"All"
"Arhgap32"	"Neuron8"	0.419807667043096	"Neuron1"	0.291386246130128	1.44072574673143	55	"Neuron8/Neuron1: 1.441"	"All"
"Uhmk1"	"Neuron8"	0.783761170254351	"Neuron1"	0.54466190069002	1.43898658830629	56	"Neuron8/Neuron1: 1.439"	"All"
"Larp4b"	"Neuron8"	0.582726256854182	"Neuron2"	0.405354054349378	1.43757352517295	57	"Neuron8/Neuron2: 1.438"	"All"
"Hsph1"	"Neuron8"	0.555926298800306	"Neuron1"	0.387697357304808	1.43391820533674	58	"Neuron8/Neuron1: 1.434"	"All"
"Ube2m"	"Neuron8"	0.664183480014665	"Neuron2"	0.463315892584773	1.4335434865169	59	"Neuron8/Neuron2: 1.434"	"All"
"Ndrg4"	"Neuron8"	2.48766852891202	"Neuron1"	1.73785493262562	1.4314592560114	60	"Neuron8/Neuron1: 1.431"	"All"
"Ralgapb"	"Neuron8"	0.27245521014623	"Neuron2"	0.190369320356412	1.43119284996204	61	"Neuron8/Neuron2: 1.431"	"All"
"Nicn1"	"Neuron8"	0.436021115995898	"Neuron2"	0.305158413875328	1.42883530707442	62	"Neuron8/Neuron2: 1.429"	"All"
"Panx2"	"Neuron8"	0.249698168113175	"Neuron4"	0.174891240247795	1.42773398918888	63	"Neuron8/Neuron4: 1.428"	"All"
"Lin7a"	"Neuron8"	0.393766127826814	"Neuron2"	0.276070578213677	1.42632413194731	64	"Neuron8/Neuron2: 1.426"	"All"
"Klhdc3"	"Neuron8"	0.273644038797886	"Neuron1"	0.192185699171152	1.42385224279456	65	"Neuron8/Neuron1: 1.424"	"All"
"Rab6b"	"Neuron8"	1.35538258919012	"Neuron2"	0.953976017490794	1.42077218330407	66	"Neuron8/Neuron2: 1.421"	"All"
"Usp32"	"Neuron8"	0.350690876002417	"Neuron1"	0.247199506991967	1.41865524033514	67	"Neuron8/Neuron1: 1.419"	"All"
"Lingo1"	"Neuron8"	0.430941366683424	"Neuron2"	0.303950288272137	1.41780213183278	68	"Neuron8/Neuron2: 1.418"	"All"
"Tollip"	"Neuron8"	0.360287186345501	"Neuron2"	0.255616759681923	1.40948186180681	69	"Neuron8/Neuron2: 1.409"	"All"
"Cacnb4"	"Neuron8"	0.521873547406616	"Neuron2"	0.370812242302019	1.40737949795509	70	"Neuron8/Neuron2: 1.407"	"All"
"Arfgef3"	"Neuron8"	0.233820018951648	"Neuron1"	0.166335734671593	1.40571128274567	71	"Neuron8/Neuron1: 1.406"	"All"
"Amotl1"	"Neuron8"	0.728370475032156	"Neuron6"	0.518307304167591	1.40528691989384	72	"Neuron8/Neuron6: 1.405"	"All"
"B3gat3"	"Neuron8"	0.555311842000622	"Neuron2"	0.395297206231511	1.40479576694857	73	"Neuron8/Neuron2: 1.405"	"All"
"Ppargc1a"	"Neuron8"	0.468526682831485	"Neuron5"	0.333616118686818	1.4043886268916	74	"Neuron8/Neuron5: 1.404"	"All"
"Gorasp2"	"Neuron8"	0.241109436149027	"Neuron2"	0.171835134476936	1.40314398963262	75	"Neuron8/Neuron2: 1.403"	"All"
"Rangap1"	"Neuron8"	0.807037101789121	"Neuron2"	0.575515780608027	1.40228492246814	76	"Neuron8/Neuron2: 1.402"	"All"
"Snx10"	"Neuron8"	0.663092167771234	"Neuron1"	0.474739833119246	1.39674853785584	77	"Neuron8/Neuron1: 1.397"	"All"
"Apba2"	"Neuron8"	0.370251150213959	"Neuron2"	0.265392441809761	1.39510811871335	78	"Neuron8/Neuron2: 1.395"	"All"
"Pink1"	"Neuron8"	0.323560477625158	"Neuron2"	0.231927478564877	1.39509332670406	79	"Neuron8/Neuron2: 1.395"	"All"
"Mtpn"	"Neuron8"	0.780539751012561	"Neuron5"	0.55963931933248	1.3947192844555	80	"Neuron8/Neuron5: 1.395"	"All"
"Zfhx2"	"Neuron8"	0.334678580460222	"Neuron2"	0.240174037404302	1.39348359247021	81	"Neuron8/Neuron2: 1.393"	"All"
"Snx27"	"Neuron8"	0.483589375858051	"Neuron1"	0.347275966969481	1.392521861153	82	"Neuron8/Neuron1: 1.393"	"All"
"Hk1"	"Neuron8"	0.5406286645744	"Neuron1"	0.388259118123033	1.39244293138039	83	"Neuron8/Neuron1: 1.392"	"All"
"Hspa9"	"Neuron8"	0.460545261553951	"Neuron2"	0.33103897632625	1.3912115928611	84	"Neuron8/Neuron2: 1.391"	"All"
"Fxr2"	"Neuron8"	0.302904326683145	"Neuron2"	0.218000716377196	1.3894648224873	85	"Neuron8/Neuron2: 1.389"	"All"
"Ube2z"	"Neuron8"	0.330023728821358	"Neuron2"	0.237787642734169	1.38789268032024	86	"Neuron8/Neuron2: 1.388"	"All"
"Rcan2"	"Neuron8"	1.08458919718652	"Neuron5"	0.783265222347969	1.38470235399356	87	"Neuron8/Neuron5: 1.385"	"All"
"Cdk5r2"	"Neuron8"	0.439254266574467	"Neuron2"	0.317890838222147	1.38177705602044	88	"Neuron8/Neuron2: 1.382"	"All"
"Atp6v0a1"	"Neuron8"	0.794090043536239	"Neuron4"	0.57617196776063	1.37821707401451	89	"Neuron8/Neuron4: 1.378"	"All"
"Gramd1b"	"Neuron8"	0.324803585157383	"Neuron2"	0.235864763143684	1.37707549372061	90	"Neuron8/Neuron2: 1.377"	"All"
"Cdip1"	"Neuron8"	0.773695557665647	"Neuron2"	0.562379901950395	1.37575250285863	91	"Neuron8/Neuron2: 1.376"	"All"
"Rab11fip4"	"Neuron8"	0.337537190258395	"Neuron2"	0.245514177972174	1.37481750767424	92	"Neuron8/Neuron2: 1.375"	"All"
"Ppp2r2d"	"Neuron8"	0.385146752842691	"Neuron2"	0.280953122932727	1.37085770331485	93	"Neuron8/Neuron2: 1.371"	"All"
"Fbxw11"	"Neuron8"	0.282439611050136	"Neuron6"	0.206194940558146	1.36976984151796	94	"Neuron8/Neuron6: 1.37"	"All"
"Psme3"	"Neuron8"	0.369874458964466	"Neuron1"	0.270249720357598	1.36863956223541	95	"Neuron8/Neuron1: 1.369"	"All"
"Prrc2b"	"Neuron8"	0.758707426397388	"Neuron1"	0.554885087624098	1.3673235113346	96	"Neuron8/Neuron1: 1.367"	"All"
"Maea"	"Neuron8"	0.316508348541205	"Neuron2"	0.231500848824191	1.36720167614405	97	"Neuron8/Neuron2: 1.367"	"All"
"Pptc7"	"Neuron8"	0.370637259721526	"Astrocyte2"	0.271480126496819	1.3652463791889	98	"Neuron8/Astrocyte2: 1.365"	"All"
"Srgap3"	"Neuron8"	0.361216203415755	"Neuron2"	0.265384687206484	1.36110416625021	99	"Neuron8/Neuron2: 1.361"	"All"
"Cep170b"	"Neuron8"	0.42601671294861	"Neuron2"	0.313491296375701	1.35894271347825	100	"Neuron8/Neuron2: 1.359"	"All"
"Tmem255a"	"Neuron5"	1.18837850622215	"Neuron4"	0.452700186146446	2.62508950203462	1	"Neuron5/Neuron4: 2.625"	"All"
"Cbln2"	"Neuron5"	1.73077625691012	"Neuron4"	1.01544006982076	1.70445928651962	2	"Neuron5/Neuron4: 1.704"	"All"
"Parm1"	"Neuron5"	0.695643785275196	"Mural"	0.442119029422536	1.57343099704122	3	"Neuron5/Mural: 1.573"	"All"
"Slc2a13"	"Neuron5"	0.762605304798535	"Neuron8"	0.504296306444402	1.51221671674609	4	"Neuron5/Neuron8: 1.512"	"All"
"Galnt13"	"Neuron5"	0.588148770463454	"Neuron1"	0.405722192590148	1.44963421080983	5	"Neuron5/Neuron1: 1.45"	"All"
"Htr2c"	"Neuron5"	1.08744034095239	"Neuron8"	0.785868338507763	1.38374367265802	6	"Neuron5/Neuron8: 1.384"	"All"
"Elfn1"	"Neuron5"	0.552808204970032	"Neuron6"	0.441432117719058	1.25230626132614	7	"Neuron5/Neuron6: 1.252"	"All"
"Gm1673"	"Neuron5"	1.24065888697659	"Neuron4"	1.00795210739541	1.23087086963139	8	"Neuron5/Neuron4: 1.231"	"All"
"Olfm1"	"Neuron5"	1.56422982370494	"Neuron8"	1.32964165135205	1.17642962080373	9	"Neuron5/Neuron8: 1.176"	"All"
"Cox20"	"Neuron5"	0.531629479092396	"Neuron1"	0.463044833302141	1.14811664196997	10	"Neuron5/Neuron1: 1.148"	"All"
"Cplx2"	"Neuron5"	0.855242486054419	"Neuron1"	0.759403798037437	1.12620253976167	11	"Neuron5/Neuron1: 1.126"	"All"
"Nrsn1"	"Neuron5"	1.61241939272043	"Neuron8"	1.44013545526863	1.11963037006103	12	"Neuron5/Neuron8: 1.12"	"All"
"Slirp"	"Neuron5"	0.49026032785186	"Neuron6"	0.441247660422889	1.11107745564475	13	"Neuron5/Neuron6: 1.111"	"All"
"Ndufa11"	"Neuron5"	0.633859243035876	"Neuron2"	0.579348450333053	1.09408982223304	14	"Neuron5/Neuron2: 1.094"	"All"
"Elavl4"	"Neuron5"	1.23600362626215	"Neuron1"	1.13136037736042	1.09249329479425	15	"Neuron5/Neuron1: 1.092"	"All"
"Mgat4c"	"Neuron5"	0.579640727858195	"Neuron7"	0.531136020970259	1.09132257081591	16	"Neuron5/Neuron7: 1.091"	"All"
"Rbms3"	"Neuron5"	1.12811552123509	"Neuron1"	1.04757332642431	1.07688454142461	17	"Neuron5/Neuron1: 1.077"	"All"
"Ier3ip1"	"Neuron5"	0.693684509312202	"Neuron6"	0.656706112076801	1.05630889762615	18	"Neuron5/Neuron6: 1.056"	"All"
"2410015M20Rik"	"Neuron5"	0.593279562098375	"Neuron3"	0.56278858830832	1.05417837963223	19	"Neuron5/Neuron3: 1.054"	"All"
"Hspe1"	"Neuron5"	0.847190819351268	"OPC3"	0.806690994515914	1.05020488032057	20	"Neuron5/OPC3: 1.05"	"All"
"Prrc2c"	"Neuron5"	0.585798101193199	"Neuron1"	0.558068454403218	1.04968861180235	21	"Neuron5/Neuron1: 1.05"	"All"
"Romo1"	"Neuron5"	0.692221145550241	"Neuron1"	0.660446751005216	1.04811045628836	22	"Neuron5/Neuron1: 1.048"	"All"
"Ndufb7"	"Neuron5"	0.598599807304655	"Neuron6"	0.571143122302673	1.0480732130526	23	"Neuron5/Neuron6: 1.048"	"All"
"2700094K13Rik"	"Neuron5"	0.502767053414283	"Neuron2"	0.482125525987904	1.0428135958661	24	"Neuron5/Neuron2: 1.043"	"All"
"Dennd5b"	"Neuron5"	0.50648314344258	"Neuron8"	0.488113334753428	1.03763431027434	25	"Neuron5/Neuron8: 1.038"	"All"
"Ubl5"	"Neuron5"	0.949142469738093	"Neuron3"	0.918800628339707	1.03302331372282	26	"Neuron5/Neuron3: 1.033"	"All"
"Eif4a2"	"Neuron5"	1.85546774636525	"Neuron8"	1.80754823684412	1.02651077771778	27	"Neuron5/Neuron8: 1.027"	"All"
"Cox6c"	"Neuron5"	1.89304819927412	"Neuron6"	1.85063806087135	1.02291649528855	28	"Neuron5/Neuron6: 1.023"	"All"
"Higd2a"	"Neuron5"	0.488520963117503	"Neuron8"	0.478975060393539	1.01992985337508	29	"Neuron5/Neuron8: 1.02"	"All"
"Tma7"	"Neuron5"	1.49359460675678	"OPC3"	1.46638900299049	1.0185527876374	30	"Neuron5/OPC3: 1.019"	"All"
"Vat1"	"Neuron5"	0.506286435030155	"Neuron3"	0.498005074265861	1.01662906904413	31	"Neuron5/Neuron3: 1.017"	"All"
"Psma7"	"Neuron5"	0.618746559204254	"Neuron8"	0.611202301387092	1.01234330728147	32	"Neuron5/Neuron8: 1.012"	"All"
"Atp6v1f"	"Neuron5"	0.781314919228995	"Neuron8"	0.773876297777412	1.00961215826476	33	"Neuron5/Neuron8: 1.01"	"All"
"Nhlh2"	"Neuron5"	0.714991858483088	"Neuron3"	0.7085297950146	1.00912038352368	34	"Neuron5/Neuron3: 1.009"	"All"
"Pou4f1"	"Neuron5"	1.45861296711166	"Neuron1"	1.44584118465337	1.00883346151282	35	"Neuron5/Neuron1: 1.009"	"All"
"Nenf"	"Neuron5"	0.762625358901175	"Neuron2"	0.757212057382944	1.00714899012166	36	"Neuron5/Neuron2: 1.007"	"All"
"C1d"	"Neuron5"	0.538237167592174	"Neuron3"	0.535869447202577	1.00441846498612	37	"Neuron5/Neuron3: 1.004"	"All"
"Atp5l"	"Neuron5"	1.16958573975677	"Neuron6"	1.16487308093982	1.00404564144717	38	"Neuron5/Neuron6: 1.004"	"All"
"Bola2"	"Neuron5"	0.650831590774941	"Neuron8"	0.649856940311951	1.00149979234279	39	"Neuron5/Neuron8: 1.001"	"All"
"Smim10l1"	"Neuron5"	0.993833494585463	"Neuron8"	0.992441745149422	1.00140234874525	40	"Neuron5/Neuron8: 1.001"	"All"
"Galnt16"	"Neuron5"	0.599883873235134	"Neuron8"	0.599629122745218	1.00042484675986	41	"Neuron5/Neuron8: 1"	"All"
"Mif"	"Neuron5"	0.708242327374811	"Neuron8"	0.70943369634662	0.998320676085806	42	"Neuron5/Neuron8: 0.998"	"All"
"Rbx1"	"Neuron5"	0.714706522108325	"Neuron8"	0.718325833280041	0.994961463163327	43	"Neuron5/Neuron8: 0.995"	"All"
"Pbrm1"	"Neuron5"	0.446180993143301	"Neuron8"	0.448540661638918	0.994739231696421	44	"Neuron5/Neuron8: 0.995"	"All"
"Phip"	"Neuron5"	0.548078774453658	"Neuron7"	0.551566488345282	0.993676711755844	45	"Neuron5/Neuron7: 0.994"	"All"
"Cox7c"	"Neuron5"	2.06097529534684	"Neuron6"	2.07547753724955	0.993012575832586	46	"Neuron5/Neuron6: 0.993"	"All"
"Chd3"	"Neuron5"	1.26502636689978	"Neuron8"	1.27452618205664	0.99254639465976	47	"Neuron5/Neuron8: 0.993"	"All"
"Ube2s"	"Neuron5"	0.538887072363224	"Neuron8"	0.543649170647659	0.991240493793523	48	"Neuron5/Neuron8: 0.991"	"All"
"Ddx3y"	"Neuron5"	0.496799522690946	"Neuron2"	0.503810672580609	0.986083760683849	49	"Neuron5/Neuron2: 0.986"	"All"
"Cox4i1"	"Neuron5"	2.14099668918877	"Neuron3"	2.17463205262652	0.984532848489414	50	"Neuron5/Neuron3: 0.985"	"All"
"Tbca"	"Neuron5"	0.685694359687017	"Neuron3"	0.697721850838411	0.982761767978255	51	"Neuron5/Neuron3: 0.983"	"All"
"Tnrc6c"	"Neuron5"	0.565074203754877	"Neuron4"	0.579650393127214	0.974853481434389	52	"Neuron5/Neuron4: 0.975"	"All"
"Ndufa3"	"Neuron5"	1.1565614220925	"Neuron4"	1.18727007338843	0.974135075090122	53	"Neuron5/Neuron4: 0.974"	"All"
"Nsg2"	"Neuron5"	1.76908643794998	"Neuron8"	1.82167873483065	0.971129762962536	54	"Neuron5/Neuron8: 0.971"	"All"
"Negr1"	"Neuron5"	1.00552597843156	"Neuron4"	1.03655784278866	0.970062583026126	55	"Neuron5/Neuron4: 0.97"	"All"
"Snhg11"	"Neuron5"	4.79686227243333	"Neuron7"	4.94655736400555	0.969737520348698	56	"Neuron5/Neuron7: 0.97"	"All"
"Dusp26"	"Neuron5"	0.754247846176797	"Oligo1"	0.780220182235738	0.966711530090754	57	"Neuron5/Oligo1: 0.967"	"All"
"Grm5"	"Neuron5"	0.827887518324971	"Neuron4"	0.858533746296861	0.964303991422496	58	"Neuron5/Neuron4: 0.964"	"All"
"Syt1"	"Neuron5"	2.10681614707435	"Neuron8"	2.18502706609736	0.964205972440105	59	"Neuron5/Neuron8: 0.964"	"All"
"Chd5"	"Neuron5"	0.729153728994444	"Neuron6"	0.759438678271126	0.960121929336511	60	"Neuron5/Neuron6: 0.96"	"All"
"Ndufab1"	"Neuron5"	0.582435461202701	"Neuron1"	0.606716391833196	0.959979768212409	61	"Neuron5/Neuron1: 0.96"	"All"
"Araf"	"Neuron5"	0.86540530910297	"Neuron2"	0.903500021975223	0.957836511404869	62	"Neuron5/Neuron2: 0.958"	"All"
"Tcf7l2"	"Neuron5"	2.05552467372227	"Neuron8"	2.15027689664904	0.955934873748389	63	"Neuron5/Neuron8: 0.956"	"All"
"Maoa"	"Neuron5"	0.556457000006675	"Neuron3"	0.582371532377703	0.955501718524556	64	"Neuron5/Neuron3: 0.956"	"All"
"Cox5b"	"Neuron5"	1.1624528788738	"Neuron8"	1.21935560448979	0.953333772849798	65	"Neuron5/Neuron8: 0.953"	"All"
"Gabarapl2"	"Neuron5"	0.728912824398181	"Neuron8"	0.764765015149729	0.953119991054339	66	"Neuron5/Neuron8: 0.953"	"All"
"H2afz"	"Neuron5"	0.761563314245253	"Neuron3"	0.800066716976563	0.951874760048995	67	"Neuron5/Neuron3: 0.952"	"All"
"Atp5h"	"Neuron5"	0.903011380393106	"Neuron1"	0.950301692805938	0.950236527230422	68	"Neuron5/Neuron1: 0.95"	"All"
"Hmgn3"	"Neuron5"	0.732430191108159	"Neuron1"	0.77131799181582	0.949582660951404	69	"Neuron5/Neuron1: 0.95"	"All"
"Ndufa6"	"Neuron5"	0.81629644243231	"Neuron2"	0.864424822625195	0.944323232127089	70	"Neuron5/Neuron2: 0.944"	"All"
"Gsk3b"	"Neuron5"	1.24614509081805	"Neuron8"	1.32025751686271	0.943865173954262	71	"Neuron5/Neuron8: 0.944"	"All"
"Rps26"	"Neuron5"	1.70034251864322	"Microglia"	1.80213224293133	0.943517061698788	72	"Neuron5/Microglia: 0.944"	"All"
"Atp5o"	"Neuron5"	0.647771390211952	"Neuron8"	0.686617156232429	0.943424416841505	73	"Neuron5/Neuron8: 0.943"	"All"
"Zfos1"	"Neuron5"	1.397159570664	"Neuron3"	1.48374066134439	0.941646749370645	74	"Neuron5/Neuron3: 0.942"	"All"
"Pcnp"	"Neuron5"	0.939302287315708	"Neuron3"	0.998728210486275	0.940498403322729	75	"Neuron5/Neuron3: 0.94"	"All"
"Eif3k"	"Neuron5"	0.632961178532721	"Neuron3"	0.673034462835134	0.940458792951545	76	"Neuron5/Neuron3: 0.94"	"All"
"Ndufs5"	"Neuron5"	0.691178086097663	"Neuron1"	0.735067996630147	0.940291359801144	77	"Neuron5/Neuron1: 0.94"	"All"
"Swi5"	"Neuron5"	0.807957588630003	"Neuron6"	0.859330643932068	0.940217359098245	78	"Neuron5/Neuron6: 0.94"	"All"
"Casc4"	"Neuron5"	0.430788512521958	"Neuron2"	0.458523644879389	0.939512100047259	79	"Neuron5/Neuron2: 0.94"	"All"
"Gpr151"	"Neuron5"	0.904889665191878	"Neuron6"	0.963910015885987	0.938769854321039	80	"Neuron5/Neuron6: 0.939"	"All"
"Cox5a"	"Neuron5"	0.517521376530526	"Neuron8"	0.552554727612576	0.936597500064078	81	"Neuron5/Neuron8: 0.937"	"All"
"Eif1"	"Neuron5"	2.40506868237486	"Mural"	2.56936081390613	0.936057197322356	82	"Neuron5/Mural: 0.936"	"All"
"Gnao1"	"Neuron5"	1.57669640320317	"Neuron6"	1.68601009022722	0.935164274723099	83	"Neuron5/Neuron6: 0.935"	"All"
"Micu3"	"Neuron5"	0.655014126308507	"Neuron8"	0.700770866510989	0.934705133462102	84	"Neuron5/Neuron8: 0.935"	"All"
"Gng3"	"Neuron5"	1.31417407431	"Neuron8"	1.40706686960409	0.933981250428971	85	"Neuron5/Neuron8: 0.934"	"All"
"Ndufb10"	"Neuron5"	0.653972161772593	"Neuron8"	0.700438477969048	0.933661102783522	86	"Neuron5/Neuron8: 0.934"	"All"
